filghtId,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,duration,days_left
241971,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Chennai,11.92,9
267820,Air_India,AI-770,Kolkata,Night,one,Afternoon,Bangalore,16.0,10
288312,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,7.08,14
220627,Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,18.5,28
280991,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,7.0,15
269830,Air_India,AI-770,Kolkata,Night,one,Morning,Bangalore,12.42,42
297464,Vistara,UK-828,Chennai,Early_Morning,one,Morning,Kolkata,26.67,36
268734,Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,25.67,25
267352,Air_India,AI-770,Kolkata,Night,one,Evening,Bangalore,19.75,2
217719,Air_India,AI-504,Delhi,Night,one,Evening,Kolkata,20.33,29
227475,Air_India,AI-669,Mumbai,Morning,one,Evening,Delhi,28.25,26
254212,Vistara,UK-846,Bangalore,Morning,one,Morning,Kolkata,25.17,23
252290,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,16.0,43
276361,Air_India,AI-507,Hyderabad,Morning,one,Evening,Delhi,7.58,33
231187,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,11.33,15
244005,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,7.83,37
277827,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,7.33,11
267915,Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Bangalore,14.25,12
210488,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,7.33,36
289539,Vistara,UK-828,Chennai,Early_Morning,one,Late_Night,Delhi,17.17,35
213906,Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,5.08,25
235546,Vistara,UK-994,Mumbai,Morning,one,Evening,Kolkata,7.67,19
275820,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,15.08,22
226414,Vistara,UK-930,Mumbai,Early_Morning,zero,Morning,Delhi,2.17,16
237878,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,11.58,48
260883,Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,26.33,42
228364,Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,14.17,34
267968,Air_India,AI-526,Kolkata,Evening,one,Morning,Bangalore,15.75,13
257832,Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,16.67,31
253581,Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,11.42,13
263742,Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,7.67,45
294298,Vistara,UK-826,Chennai,Afternoon,one,Afternoon,Bangalore,27.5,18
296456,Air_India,AI-672,Chennai,Afternoon,one,Night,Kolkata,8.75,14
231219,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Bangalore,16.67,16
242017,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Chennai,15.25,9
268519,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Bangalore,13.08,21
291638,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,15.42,22
238695,Vistara,UK-986,Mumbai,Night,one,Afternoon,Hyderabad,13.83,12
239330,Vistara,UK-950,Mumbai,Night,one,Afternoon,Hyderabad,14.67,20
276675,Vistara,UK-880,Hyderabad,Afternoon,zero,Afternoon,Delhi,2.25,39
207858,Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,3.5,13
247623,Air_India,AI-507,Bangalore,Early_Morning,one,Afternoon,Delhi,7.33,37
281058,Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,17.17,16
299014,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,15.42,25
239466,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Hyderabad,13.42,22
254787,Air_India,AI-516,Bangalore,Early_Morning,one,Morning,Kolkata,24.5,32
244577,Air_India,AI-671,Mumbai,Morning,zero,Morning,Chennai,1.92,45
281342,Air_India,AI-698,Hyderabad,Night,one,Evening,Bangalore,20.25,21
243061,Air_India,AI-679,Mumbai,Morning,one,Evening,Chennai,5.83,24
258588,Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,14.83,43
285403,Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Chennai,27.08,2
259393,Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,23.33,13
286782,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,6.83,32
283981,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Kolkata,15.83,23
248028,Vistara,UK-812,Bangalore,Morning,zero,Afternoon,Delhi,2.92,42
220813,Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,2.25,32
273065,Vistara,UK-738,Kolkata,Evening,one,Night,Chennai,25.5,12
244964,Air_India,AI-516,Bangalore,Early_Morning,one,Afternoon,Delhi,6.25,4
231190,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,12.92,15
275540,Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,11.0,17
213495,Vistara,UK-977,Delhi,Evening,one,Morning,Bangalore,13.83,20
264267,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,10.0,6
296696,Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,7.33,19
223654,Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,13.0,29
234310,Air_India,AI-442,Mumbai,Afternoon,one,Evening,Kolkata,27.58,4
226675,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,12.5,18
220006,Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,2.25,18
279145,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,14.42,31
244302,Vistara,UK-986,Mumbai,Night,one,Evening,Chennai,17.58,41
275782,Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,2.25,22
264739,Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,7.58,13
214375,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,8.25,31
284447,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Kolkata,20.75,32
288687,Vistara,UK-824,Chennai,Night,one,Morning,Delhi,13.17,20
265866,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,11.0,28
215463,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,6.08,44
252729,Vistara,UK-814,Bangalore,Night,one,Early_Morning,Mumbai,10.83,48
216810,Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,14.83,16
281513,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,14.25,24
218597,Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,9.17,42
209908,Air_India,AI-883,Delhi,Night,one,Late_Night,Mumbai,26.17,31
209567,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,17.92,28
255855,Vistara,UK-854,Bangalore,Evening,one,Evening,Kolkata,22.5,48
258897,Vistara,UK-812,Bangalore,Morning,one,Night,Hyderabad,13.17,48
243967,Vistara,UK-910,Mumbai,Evening,one,Night,Chennai,26.67,36
284018,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,27.92,24
238490,Air_India,AI-809,Mumbai,Morning,one,Night,Hyderabad,13.58,9
242942,Air_India,AI-888,Mumbai,Evening,one,Evening,Chennai,24.0,22
266369,Vistara,UK-708,Kolkata,Night,one,Morning,Mumbai,14.75,35
242421,Air_India,AI-888,Mumbai,Evening,one,Morning,Chennai,13.92,15
251993,Vistara,UK-866,Bangalore,Night,zero,Night,Mumbai,1.75,40
287629,Air_India,AI-430,Chennai,Morning,zero,Afternoon,Delhi,3.08,2
228185,Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,14.17,32
245846,Vistara,UK-802,Bangalore,Evening,zero,Night,Delhi,2.75,15
293219,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,12.0,46
268951,Vistara,UK-778,Kolkata,Afternoon,one,Morning,Bangalore,17.33,28
294911,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Bangalore,11.92,30
273793,Vistara,UK-738,Kolkata,Evening,one,Night,Chennai,25.5,28
206778,Air_India,AI-764,Delhi,Evening,one,Night,Mumbai,27.17,2
225397,Vistara,UK-873,Mumbai,Early_Morning,one,Evening,Delhi,13.58,6
256285,Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,25.08,7
210300,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,6.0,34
228279,Air_India,AI-607,Mumbai,Evening,one,Night,Delhi,7.17,33
218574,Vistara,UK-727,Delhi,Night,zero,Night,Kolkata,2.25,42
254995,Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,11.42,35
294563,Vistara,UK-826,Chennai,Afternoon,one,Evening,Bangalore,5.25,24
268055,Vistara,UK-706,Kolkata,Morning,one,Evening,Bangalore,6.75,14
224646,Air_India,AI-429,Delhi,Morning,zero,Afternoon,Chennai,2.92,45
243038,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Chennai,12.75,23
265508,Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,6.67,23
234319,Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,7.67,4
226308,Air_India,AI-649,Mumbai,Early_Morning,one,Late_Night,Delhi,17.08,15
277836,Vistara,UK-870,Hyderabad,Night,one,Evening,Mumbai,21.08,11
270752,Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,10.67,12
293280,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,15.5,47
213930,Air_India,AI-506,Delhi,Morning,zero,Afternoon,Bangalore,2.75,26
243249,Vistara,UK-950,Mumbai,Night,one,Morning,Chennai,12.0,26
256042,Air_India,AI-501,Bangalore,Afternoon,one,Morning,Hyderabad,21.17,3
248133,Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,10.25,43
218924,Air_India,AI-407,Delhi,Afternoon,one,Evening,Kolkata,4.83,47
293603,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,14.25,6
267516,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,14.42,5
243510,Air_India,AI-442,Mumbai,Afternoon,one,Night,Chennai,8.0,30
256640,Air_India,AI-610,Bangalore,Evening,one,Night,Hyderabad,26.42,13
288715,Vistara,UK-824,Chennai,Night,one,Evening,Delhi,23.25,21
245088,Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,12.42,5
242806,Vistara,UK-994,Mumbai,Morning,one,Night,Chennai,9.83,20
235559,Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,25.08,19
286287,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Chennai,22.92,23
224917,Air_India,AI-439,Delhi,Early_Morning,zero,Morning,Chennai,2.92,49
233536,Air_India,AI-635,Mumbai,Early_Morning,one,Late_Night,Bangalore,17.08,42
208394,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,2.17,18
288510,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,9.92,17
255891,Air_India,AI-503,Bangalore,Evening,one,Afternoon,Kolkata,20.67,48
233193,Air_India,AI-774,Mumbai,Night,one,Night,Bangalore,23.92,38
215353,Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,2.67,43
223916,Vistara,UK-985,Delhi,Evening,one,Evening,Chennai,24.08,33
229555,Vistara,UK-851,Mumbai,Early_Morning,one,Night,Delhi,14.58,45
210543,Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,17.5,37
248139,Vistara,UK-818,Bangalore,Evening,zero,Night,Delhi,2.75,43
241489,Vistara,UK-988,Mumbai,Night,one,Evening,Chennai,19.42,1
247152,Air_India,AI-610,Bangalore,Evening,one,Afternoon,Delhi,17.08,31
207772,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,2.33,12
211452,Vistara,UK-637,Delhi,Evening,one,Night,Mumbai,4.42,45
299107,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,9.17,27
228221,Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,6.33,33
226293,Air_India,AI-867,Mumbai,Night,zero,Night,Delhi,2.25,15
245067,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,10.92,5
252134,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,9.67,41
209882,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,6.42,31
285695,Air_India,AI-541,Hyderabad,Evening,one,Evening,Chennai,26.75,9
208195,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,8.0,16
216506,Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,13.83,11
255759,Air_India,AI-503,Bangalore,Evening,one,Morning,Kolkata,15.17,46
234246,Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,17.0,3
232996,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Bangalore,9.17,36
286407,Vistara,UK-870,Hyderabad,Night,one,Night,Chennai,26.17,25
238992,Vistara,UK-986,Mumbai,Night,one,Morning,Hyderabad,10.92,16
267602,Vistara,UK-774,Kolkata,Night,one,Evening,Bangalore,21.17,7
299123,Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,11.17,28
227928,Air_India,AI-683,Mumbai,Night,one,Evening,Delhi,19.75,30
229046,Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,2.25,41
289174,Vistara,UK-824,Chennai,Night,one,Morning,Delhi,12.08,29
273429,Air_India,AI-402,Kolkata,Morning,one,Night,Chennai,13.17,20
291123,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,6.67,14
220323,Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,9.25,23
271009,Vistara,UK-772,Kolkata,Morning,one,Afternoon,Hyderabad,25.83,18
230367,Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,8.0,6
271579,Vistara,UK-778,Kolkata,Afternoon,one,Night,Hyderabad,7.58,29
217841,Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,5.67,31
254135,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,13.25,22
263235,Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,17.5,36
278456,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,15.67,21
208893,Vistara,UK-829,Delhi,Early_Morning,one,Morning,Mumbai,26.5,22
267171,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,14.67,47
276619,Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,2.25,38
208909,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,12.58,22
208598,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,14.92,19
260576,Vistara,UK-814,Bangalore,Night,one,Morning,Chennai,12.75,36
284242,Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,7.75,28
209133,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,7.33,24
273128,Air_India,AI-787,Kolkata,Early_Morning,one,Morning,Chennai,4.75,14
299033,Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,26.5,26
247827,Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,8.42,39
262352,Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,13.75,20
212178,Air_India,AI-473,Delhi,Evening,one,Evening,Bangalore,22.42,5
252086,Vistara,UK-657,Bangalore,Morning,one,Morning,Mumbai,24.0,41
207702,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,13.08,11
208866,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,2.17,22
243619,Vistara,UK-950,Mumbai,Night,one,Night,Chennai,22.33,31
211352,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,5.33,44
231968,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,14.92,24
294028,Vistara,UK-824,Chennai,Night,one,Early_Morning,Bangalore,11.33,14
210747,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,2.08,39
222400,Vistara,UK-943,Delhi,Early_Morning,one,Night,Chennai,15.58,10
292228,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,12.25,31
277106,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,16.92,47
269978,Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,25.67,45
275604,Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,8.42,18
282962,Vistara,UK-876,Hyderabad,Night,one,Evening,Bangalore,21.67,49
258724,Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,12.0,45
231537,Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,11.67,19
226582,Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,16.0,17
290712,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,15.42,8
210977,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,2.17,41
229523,Air_India,AI-623,Mumbai,Night,one,Morning,Delhi,11.67,45
217905,Air_India,AI-429,Delhi,Morning,one,Afternoon,Kolkata,28.08,32
265527,Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,6.25,24
215249,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,11.75,41
285329,Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,9.58,48
209686,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,25.58,29
225762,Air_India,AI-774,Mumbai,Night,one,Evening,Delhi,21.08,9
246562,Vistara,UK-812,Bangalore,Morning,zero,Afternoon,Delhi,2.92,24
265404,Air_India,AI-770,Kolkata,Night,one,Afternoon,Mumbai,16.33,22
246492,Air_India,AI-507,Bangalore,Early_Morning,one,Afternoon,Delhi,7.33,23
207093,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,2.25,6
261071,Vistara,UK-814,Bangalore,Night,one,Morning,Chennai,12.75,45
270698,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Hyderabad,20.42,11
270181,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,15.5,48
254644,Air_India,AI-503,Bangalore,Evening,one,Afternoon,Kolkata,20.67,29
247218,Air_India,AI-738,Bangalore,Morning,one,Night,Delhi,9.08,32
238975,Vistara,UK-996,Mumbai,Evening,one,Evening,Hyderabad,22.5,15
227714,Vistara,UK-621,Mumbai,Afternoon,one,Evening,Delhi,27.5,28
208954,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,6.0,22
236606,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Kolkata,12.08,32
226333,Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,25.92,15
218942,Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,23.25,47
296361,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,7.42,12
261236,Vistara,UK-852,Bangalore,Morning,one,Evening,Chennai,10.42,49
287399,Vistara,UK-874,Hyderabad,Morning,one,Evening,Chennai,11.42,45
288466,Air_India,AI-569,Chennai,Early_Morning,one,Afternoon,Delhi,5.92,17
265049,Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,6.25,17
249208,Vistara,UK-820,Bangalore,Evening,one,Early_Morning,Mumbai,14.08,8
240940,Air_India,AI-635,Mumbai,Early_Morning,one,Night,Hyderabad,16.5,42
226777,Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,8.17,19
213379,Air_India,AI-762,Delhi,Night,one,Late_Night,Bangalore,5.58,19
275012,Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,15.67,7
259364,Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Chennai,9.5,12
281245,Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Bangalore,20.25,19
254603,Vistara,UK-866,Bangalore,Night,one,Morning,Kolkata,12.0,29
279553,Vistara,UK-874,Hyderabad,Morning,zero,Morning,Mumbai,1.5,38
231299,Vistara,UK-861,Mumbai,Early_Morning,one,Afternoon,Bangalore,9.5,17
299883,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,13.67,43
285784,Air_India,AI-543,Hyderabad,Morning,one,Morning,Chennai,21.58,11
235420,Air_India,AI-639,Mumbai,Morning,one,Evening,Kolkata,8.08,18
212517,Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,22.5,9
258879,Vistara,UK-858,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,25.17,48
245899,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,13.33,15
274421,Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,10.0,42
247067,Vistara,UK-846,Bangalore,Morning,one,Afternoon,Delhi,6.0,30
277873,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,13.5,12
243128,Vistara,UK-825,Mumbai,Morning,zero,Morning,Chennai,2.08,25
270210,Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,8.83,49
232926,Air_India,AI-673,Mumbai,Early_Morning,one,Late_Night,Bangalore,17.92,35
226709,Vistara,UK-988,Mumbai,Night,zero,Night,Delhi,2.08,19
215305,Air_India,AI-415,Delhi,Evening,one,Evening,Bangalore,26.42,42
299225,Vistara,UK-822,Chennai,Morning,one,Early_Morning,Hyderabad,22.08,30
236625,Vistara,UK-910,Mumbai,Evening,one,Night,Kolkata,5.17,32
271955,Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,12.67,37
238858,Air_India,AI-635,Mumbai,Early_Morning,one,Night,Hyderabad,16.5,14
252823,Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,14.92,49
246030,Vistara,UK-657,Bangalore,Morning,one,Evening,Delhi,5.0,17
241505,Air_India,AI-660,Mumbai,Evening,one,Morning,Chennai,14.92,2
219032,Vistara,UK-637,Delhi,Evening,two_or_more,Morning,Kolkata,16.5,48
225893,Vistara,UK-988,Mumbai,Night,zero,Night,Delhi,2.08,11
252737,Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,8.58,48
289727,Air_India,AI-440,Chennai,Early_Morning,zero,Morning,Delhi,2.67,39
259816,Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Chennai,24.58,22
294993,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,12.33,32
282832,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,8.0,47
286384,Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,14.25,25
289607,Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,9.08,36
220246,Air_India,AI-805,Delhi,Evening,one,Early_Morning,Hyderabad,11.25,22
241306,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Hyderabad,13.33,47
258782,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Hyderabad,15.92,46
293971,Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,8.0,13
231506,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Bangalore,18.5,19
259944,Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,8.75,24
271083,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Hyderabad,20.42,19
261948,Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,15.0,13
276019,Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Delhi,12.0,26
221647,Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,12.75,46
271322,Air_India,AI-402,Kolkata,Morning,one,Night,Hyderabad,13.17,24
218125,Air_India,AI-504,Delhi,Night,one,Early_Morning,Kolkata,8.0,35
236911,Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,13.83,36
289554,Vistara,UK-836,Chennai,Morning,zero,Afternoon,Delhi,2.75,36
230513,Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Bangalore,11.0,8
256488,Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,13.17,10
255394,Vistara,UK-850,Bangalore,Evening,one,Morning,Kolkata,13.75,41
264919,Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,30.25,15
248785,Vistara,UK-820,Bangalore,Evening,one,Night,Mumbai,27.42,3
243548,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Chennai,19.25,30
296174,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,7.42,8
283665,Vistara,UK-876,Hyderabad,Night,one,Morning,Kolkata,12.08,17
297117,Vistara,UK-832,Chennai,Early_Morning,one,Morning,Kolkata,26.67,28
286156,Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Chennai,20.5,20
208380,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,5.83,17
223919,Vistara,UK-673,Delhi,Afternoon,two_or_more,Night,Chennai,9.75,33
233309,Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,14.58,39
276555,Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,19.33,36
270606,Vistara,UK-778,Kolkata,Afternoon,one,Night,Hyderabad,7.58,9
281547,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,12.08,24
291304,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,13.83,17
284752,Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,9.58,37
257172,Vistara,UK-814,Bangalore,Night,one,Morning,Hyderabad,12.5,21
270288,Vistara,UK-738,Kolkata,Evening,one,Evening,Hyderabad,22.25,2
264816,Vistara,UK-738,Kolkata,Evening,one,Evening,Mumbai,21.75,14
248655,Vistara,UK-858,Bangalore,Early_Morning,zero,Morning,Mumbai,1.58,2
272676,Vistara,UK-706,Kolkata,Morning,one,Evening,Chennai,6.08,4
255227,Air_India,AI-505,Bangalore,Morning,one,Evening,Kolkata,8.75,38
298889,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,9.17,23
253530,Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,19.17,13
276797,Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,11.25,41
264606,Vistara,UK-738,Kolkata,Evening,one,Morning,Mumbai,16.83,11
250728,Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,8.58,25
231223,Air_India,AI-442,Mumbai,Afternoon,one,Late_Night,Bangalore,8.58,16
231994,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,12.92,24
212328,Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,2.67,7
299534,Vistara,UK-836,Chennai,Morning,one,Morning,Hyderabad,22.92,36
281857,Vistara,UK-876,Hyderabad,Night,one,Evening,Bangalore,21.67,30
257735,Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,25.0,30
220714,Air_India,AI-678,Delhi,Morning,one,Night,Hyderabad,12.58,30
223704,Vistara,UK-995,Delhi,Morning,one,Evening,Chennai,9.58,30
230882,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Bangalore,17.33,12
231061,Air_India,AI-635,Mumbai,Early_Morning,one,Late_Night,Bangalore,17.08,14
213402,Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,13.42,19
273237,Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,12.5,16
240493,Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,13.0,36
223858,Vistara,UK-835,Delhi,Evening,zero,Night,Chennai,2.83,33
268046,Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,24.17,14
210433,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,6.33,36
298043,Vistara,UK-838,Chennai,Night,one,Night,Kolkata,25.67,49
242368,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,10.83,14
261227,Air_India,AI-501,Bangalore,Afternoon,one,Morning,Chennai,19.58,48
285271,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,12.58,47
297458,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,12.92,36
